130.764928,33.917917
130.764937,33.917909
130.764947,33.917896
130.764947,33.917883
130.764949,33.91785
130.764948,33.917831
130.764945,33.917817
130.764942,33.917806
130.764939,33.917796
130.764937,33.917787
130.764936,33.917779
130.764936,33.917779
130.764903,33.917716
130.76488,33.917664
130.764849,33.917594
130.764822,33.917531
130.764796,33.917494
130.764742,33.917461
130.764678,33.91745
130.764615,33.917459
130.764547,33.917469
130.764496,33.91748
130.764445,33.917492
130.764404,33.917499
130.764357,33.91751
130.764316,33.917521
130.764274,33.917531
130.764274,33.917531
130.764252,33.917539
130.764244,33.917545
130.764213,33.917557
130.764206,33.917565
130.764193,33.917572
130.764182,33.917581
130.764176,33.917586
130.764168,33.917596
130.764168,33.917596
130.764187,33.917589
130.764201,33.91759
130.764218,33.917583
130.764223,33.917583
130.764238,33.917578
130.764251,33.917577
